ID,Source,Pred,Monthly Visitors November 2020,Text,Pred123,Pred-101
ID-4012,BuzzFeed,neutral,167280000,250 Migrants Apprehended in Remote Texas Border Sector,2,0
ID-4013,BuzzFeed,negative,167280000,3rd Mexican Journalist Murdered In 1 Week — 10th in 2019,3,-1
ID-4026,BuzzFeed,positive,167280000,Archbishop Says Christians Slaughtered ‘Like Chickens’ in Nigeria,1,1
ID-4065,BuzzFeed,neutral,167280000,"""Gunfire from Mexico Crossed Border and Hit Texas Woman in Face",2,0
ID-4200,BuzzFeed,positive,167280000,Donald Trump Announces Effort to Improve Private Expansion of 5G: 'America Must Win',1,1
ID-4217,BuzzFeed,negative,167280000,Common Slams U.S. Women's Soccer Critics: 'The Whole Country Has Been Sexist',3,-1
ID-4228,BuzzFeed,neutral,167280000,"""Former MLB Pitcher Aubrey Huff to Athletes",2,0
ID-4232,BuzzFeed,neutral,167280000,"""Hunter Biden Reacts to Helicopter Over His Home: 'F*ck you",2,0
ID-4305,BuzzFeed,neutral,167280000,WATCH -- Jerry Nadler: William Barr in 'Defiance' of Democrats' Subpoena of Mueller Report,2,0
ID-4399,BuzzFeed,neutral,167280000,Donald Trump Concerned About Google and Facebook Digital Monopoly,2,0
ID-4421,BuzzFeed,neutral,167280000,"""Migrant Apprehensions at Border Hit 144K in May",2,0
ID-4485,BuzzFeed,positive,167280000,Border Patrol Rescues Five Migrants near Texas Border,1,1
ID-4489,BuzzFeed,neutral,167280000,Donald Trump Delivers Tribute to the American Farmer,2,0
ID-4517,BuzzFeed,negative,167280000,"""RussiaGate: Rudy Giuliani Predicts 'Criminal' Evidence Against FBI",3,-1
ID-4518,BuzzFeed,neutral,167280000,"""Schiff on Impeachment: 'At This Point",2,0
ID-4634,BuzzFeed,negative,167280000,Bernie Sanders Puts Climate Change Doomsday Clock at 12 Years During Rally in Alabama,3,-1
ID-4636,BuzzFeed,neutral,167280000,"""DHS to Release 1.8K Border Crossers",2,0
ID-4660,BuzzFeed,negative,167280000,Dianne Feinstein Uses 20th Anniversary of Columbine to Push Gun Control,3,-1
ID-4748,BuzzFeed,negative,167280000,"""France: President Macron Confirms Lyon Explosion is 'Attack'",3,-1
ID-4845,BuzzFeed,negative,167280000,Nolte: Dirty Cop Robert Mueller Selectively Edited Trump Lawyer Voice Mail,3,-1
ID-4847,BuzzFeed,neutral,167280000,Olympic Gold Medalist Seeks Injunction Against California Ammunition Controls,2,0
ID-4851,BuzzFeed,negative,167280000,Tories Threaten to Defect to Farage's Party if Johnson Fails to Deliver Brexit,3,-1
ID-4882,BuzzFeed,positive,167280000,Wasserman Schultz: No Surprise Trump 'Coddling' Acosta Who Protected Sexual Predator Epstein,1,1
ID-194,CNN,positive,1160000000,US intel: Saudi's missile program got help from China,1,1
ID-209,CNN,neutral,1160000000,'Black Mirror' Season 5 first look has arrived,2,0
ID-302,CNN,negative,1160000000,London bus attack victim urges fight against all LGBT hate crimes,3,-1
ID-593,CNN,neutral,1160000000,Instagrammers told not to swim in idyllic lake,2,0
ID-617,CNN,negative,1160000000,Trump blames everything but his own words for hate in America,3,-1
ID-652,CNN,negative,1160000000,A militia group is detaining migrants at the US-Mexico border,3,-1
ID-675,CNN,neutral,1160000000,Barr makes no apology for handling of special counsel report,2,0
ID-1363,CNN,negative,1160000000,"""After 13 straight days of devastating tornadoes",3,-1
ID-1433,CNN,negative,1160000000,High winds wreak havoc on window washers outside high-rise,3,-1
ID-1474,CNN,neutral,1160000000,"""Meet the trainer to royals",2,0
ID-1543,CNN,negative,1160000000,The amount of plastic in the ocean is a lot worse than we thought,3,-1
ID-1562,CNN,negative,1160000000,Trump's post-Mueller victory lap clouded by chaos,3,-1
ID-1843,CNN,positive,1160000000,Federer makes winning French Open return after 4-year absence,1,1
ID-1862,CNN,neutral,1160000000,Injured turtle saved by a bra,2,0
ID-1901,CNN,neutral,1160000000,Red Cross to begin aid to Venezuela by mid-April,2,0
ID-1953,CNN,positive,1160000000,NatGeo reveals the best travel photo of 2019,1,1
ID-1977,CNN,negative,1160000000,Europe is losing patience with China. Here's why,3,-1
ID-2032,CNN,neutral,1160000000,"""To 'slay' communication with his students",2,0
ID-2048,CNN,neutral,1160000000,Giant jellyfish the size of a human spotted by divers,2,0
ID-2050,CNN,negative,1160000000,Joy turns to fear in Sudan as army takes control after ousting President,3,-1
ID-2082,CNN,negative,1160000000,Bill Gates reveals the biggest mistake of his career,3,-1
ID-2105,CNN,neutral,1160000000,German families plead for return of stranded ISIS children,2,0
ID-2119,CNN,negative,1160000000,Judge dies after having heart attack in court,3,-1
ID-2121,CNN,neutral,1160000000,"""Leon Redbone",2,0
ID-2140,CNN,negative,1160000000,The oldest living western lowland gorilla in a zoo has died at 63,3,-1
ID-2145,CNN,negative,1160000000,Virginia Beach mourns victims of gun rampage,3,-1
ID-2178,CNN,neutral,1160000000,Thailand crowns new King in $31M celebration,2,0
ID-2200,CNN,negative,1160000000,Trump brands London mayor a 'disaster',3,-1
ID-2276,CNN,neutral,1160000000,Eurovision faces backlash as musical kitschfest hits Israel,2,0
ID-2368,CNN,negative,1160000000,Video shows fiery aftermath of suspected attack on tanker,3,-1
ID-2443,CNN,negative,1160000000,UK police investigate 'dangerous and disturbing' Salah chants,3,-1
ID-2463,CNN,negative,1160000000,Food stolen from thousands of hungry people,3,-1
ID-2503,CNN,negative,1160000000,Decaying oil tanker threatens 'catastrophic explosion',3,-1
ID-2507,CNN,negative,1160000000,Duterte threatens 'suicide mission' if Beijing oversteps in South China Sea,3,-1
ID-2523,CNN,negative,1160000000,Greenland's ice sheet just lost 11 billion tons of ice -- in one day,3,-1
ID-2531,CNN,negative,1160000000,Japan-South Korea feud threatening global chip supply,3,-1
ID-2546,CNN,negative,1160000000,New Machu Picchu airport raises damage fears,3,-1
ID-2565,CNN,positive,1160000000,"""She moved from Canada to Somalia to tell positive stories",1,1
ID-2590,CNN,neutral,1160000000,Thousands evacuated as forest fire bears down on music festival,2,0
ID-2624,CNN,negative,1160000000,Far-right supporter confesses to killing politician,3,-1
ID-2777,CNN,neutral,1160000000,Ethiopian Airlines was a symbol of national pride. Then disaster struck,2,0
ID-2965,CNN,neutral,1160000000,Scientists detect the earliest Big Bang molecule in space,2,0
ID-2967,CNN,neutral,1160000000,Space telescope snaps a celestial family,2,0
ID-2989,CNN,negative,1160000000,Firefighter ran 18 miles on broken foot in London Marathon,3,-1
ID-3020,CNN,neutral,1160000000,Airbus unveils new 'bird of prey' plane,2,0
ID-3021,CNN,neutral,1160000000,An hour of activity may keep disability away,2,0
ID-3061,CNN,neutral,1160000000,Trump made surprise appearance at wedding reception,2,0
ID-3066,CNN,positive,1160000000,World's best restaurant for 2019 is a surprise,1,1
ID-3080,CNN,negative,1160000000,Man falls to death from airplane in London,3,-1
ID-3085,CNN,negative,1160000000,Silver King dies during London wrestling fight,3,-1
ID-3088,CNN,negative,1160000000,The founder of India's biggest coffee chain has gone missing,3,-1
ID-3364,CNN,negative,1160000000,No US president has intervened as unapologetically in recent years in British affairs as Trump,3,-1
ID-3382,CNN,neutral,1160000000,Sandra Guzman: Women in Puerto Rico know all too well why Rossello must resign,2,0
ID-3476,CNN,negative,1160000000,Former Chinese Interpol chief 'admits his crimes' of accepting $2m bribes,3,-1
ID-3510,CNN,negative,1160000000,6-year-old boy hospitalized after dingo attack in Australia,3,-1
ID-3559,CNN,neutral,1160000000,It may take 2 more years to end Congo Ebola outbreak,2,0
ID-3908,CNN,positive,1160000000,"""Real Madrid is 'most valuable club in Europe",1,1
ID-4014,CNN,neutral,1160000000,4 bodies discovered in North Dakota office building,2,0
ID-4017,CNN,negative,1160000000,A crying boy begged his father not to call the police on a black man. The father did it anyway,3,-1
ID-4024,CNN,negative,1160000000,An American woman was killed in a Bahamas shark attack while snorkeling with her family,3,-1
ID-4080,CNN,negative,1160000000,Kindergarten teacher detained after allegedly poisoning 23 children,3,-1
ID-4095,CNN,negative,1160000000,More than 100 Indian children die from brain disease in 3 weeks,3,-1
ID-4109,CNN,negative,1160000000,Overworking kills more than 300 poll staff,3,-1
ID-4111,CNN,neutral,1160000000,Parts of the world are becoming unlivable,2,0
ID-4146,CNN,neutral,1160000000,Tourist boat sinks in central Budapest,2,0
ID-4420,CNN,neutral,1160000000,Measles cases at second-highest level in US in 25 years,2,0
ID-4469,CNN,negative,1160000000,Leopard kills 2-year-old boy in Kruger National Park,3,-1
ID-4496,CNN,neutral,1160000000,Jerusalem's Old City now accessible for wheelchair users,2,0
ID-4514,CNN,neutral,1160000000,Carl Benedikt Frey: The robot revolution is here. Prepare for workers to revolt,2,0
ID-4552,CNN,neutral,1160000000,Ex-North Korea envoy says Trump approved signing of Warmbier pledge,2,0
ID-4613,CNN,neutral,1160000000,They wanted a son so much they made their daughter live as a boy,2,0
ID-4643,CNN,neutral,1160000000,Melbourne will be first city outside US to get Uber's flying taxis,2,0
ID-4721,CNN,neutral,1160000000,Protesters belt out Les Miserables song in front of police headquarters,2,0
ID-4728,CNN,negative,1160000000,6-year-old in critical condition after being thrown from 10th floor of Tate Modern,3,-1
ID-4733,CNN,negative,1160000000,A father fights to keep his daughter alive as anti-vaccine sentiment swells in Italy,3,-1
ID-4750,CNN,neutral,1160000000,"""He was wrongfully jailed for more than a decade. Years later",2,0
ID-4764,CNN,neutral,1160000000,Plane stowaway falls into London garden,2,0
ID-4768,CNN,neutral,1160000000,Searchers find body of police chief knocked overboard from fishing boat,2,0
ID-4772,CNN,negative,1160000000,"""Six dead",3,-1
ID-4918,CNN,negative,1160000000,NBA coach Walton accused of sexual assault,3,-1
ID-4923,CNN,positive,1160000000,"""Cori """"Coco"""" Gauff: 'Cool that Michelle Obama knows I exist'""",1,1
ID-4937,CNN,neutral,1160000000,Slack is ruining my life and I love it,2,0
ID-4975,CNN,negative,1160000000,Kevin Spacey questioned by London police over UK sex assault claims,3,-1
ID-217,dailybeast,positive,49370000,"""Far-Right Groups Embrace ‘Straight Pride Parades’ to Win Recruits",1,1
ID-569,dailybeast,negative,49370000,‘Heartbreaking’: Sandy Hook Father Dies in Apparent Suicide,3,-1
ID-585,dailybeast,negative,49370000,Feds Say Former VA Employee Used Vets’ Ailing Kids to Scam Millions,3,-1
ID-606,dailybeast,negative,49370000,Samantha Bee Brutally Mocks Joe Biden’s Apology,3,-1
ID-607,dailybeast,negative,49370000,Secret Emails Allegedly Show Facebook Knew About Cambridge Analytica Scandal Earlier Than Admitted,3,-1
ID-616,dailybeast,negative,49370000,Trump Would ‘Do-Over’ Jeff Sessions Appointment: Hiring Him Was My ‘Biggest Mistake’,3,-1
ID-625,dailybeast,neutral,49370000,"""U.S. Women’s National Soccer Team Beats England",2,0
ID-697,dailybeast,neutral,49370000,"""Cops: NYPD Officer Ordered Hit on Estranged Husband",2,0
ID-714,dailybeast,negative,49370000,Facebook Co-Founder Calls Its Cryptocurrency Plans ‘Frightening’,3,-1
ID-939,dailybeast,negative,49370000,Beto O’Rourke: Trump’s an ‘Avowed Racist’ Who’s ‘Giving People Permission to Do’ Mass Shootings,3,-1
ID-1074,dailybeast,neutral,49370000,New Hampshire Republicans to Corey Lewandowski: Stay Away From the Senate,2,0
ID-1132,dailybeast,positive,49370000,Scouted: Get 25% Off Scouted Readers Favorite Bags at Dagne Dover — and Some New Arrivals,1,1
ID-1142,dailybeast,negative,49370000,Stephen Colbert Hits Long-Shot Dems for Spewing ‘Republican Talking Points’ at CNN Debate,3,-1
ID-1173,dailybeast,negative,49370000,The Weird World of Vegan YouTube Stars Is Imploding,3,-1
ID-1203,dailybeast,neutral,49370000,Trump to Congress: It’s None of Your Business if I Break the Law,2,0
ID-1219,dailybeast,neutral,49370000,Video Game Reviewer Turns in Sexist Troll—to His Mom,2,0
ID-1230,dailybeast,neutral,49370000,Whoopi Goldberg Intervenes in Off-the-Rails Meghan McCain-Joy Behar Battle Over Immigration,2,0
ID-1238,dailybeast,neutral,49370000,‘Shell on Challenge’: The Viral Hoax Fooling Local News Into Thinking Teens Are Eating Plastic for Fun,2,0
ID-1273,dailybeast,neutral,49370000,Ilene Chaiken: We’re Proclaiming Ourselves on ‘The L Word.’ That’s a Huge Part of Our Struggle and Celebration,2,0
ID-1279,dailybeast,negative,49370000,"""Kirstjen Nielsen Was Heartless",3,-1
ID-1336,dailybeast,negative,49370000,‘Italy’s Trump’ Launches a Nationalist Campaign to Destroy Europe,3,-1
ID-1338,dailybeast,negative,49370000,"""‘Three Peaks’: An Avalanche of Family Jealousies",3,-1
ID-1512,dailybeast,neutral,49370000,Scouted: You Can Get SodaStream’s Soda Maker Today on Amazon for Less Than $60,2,0
ID-1848,dailybeast,negative,49370000,"""Fox’s Jesse Watters Says He’s ‘Tired and Bored’ of AOC",3,-1
ID-2007,dailybeast,negative,49370000,Bust of King Tut That Egypt Says Was Stolen Sells for $6 Million at Christie’s in London,3,-1
ID-2072,dailybeast,positive,49370000,"""Lara Logan Returns to TV as a Right-Wing Heroine at Sinclair",1,1
ID-2171,dailybeast,negative,49370000,New Zealand Shooting Referenced in New Series of Anti-Muslim Attacks,3,-1
ID-2202,dailybeast,negative,49370000,"""Camille Paglia Wants to Provoke",3,-1
ID-2266,dailybeast,negative,49370000,Dallas Police Up Charges Against White Bartender Who Brutally Beat Black Woman,3,-1
ID-2386,dailybeast,neutral,49370000,Bill Maher Defends Joe Biden’s Creepy Touching: ‘He’s Not Harvey Weinstein or R. Kelly’,2,0
ID-2480,dailybeast,neutral,49370000,"""Vice President Pence Tours Border Patrol Facility With Almost 400 Men in ‘Crowded’ Cages",2,0
ID-2536,dailybeast,negative,49370000,Michigan Man Allegedly Shot Two Men ‘Because They Were Gay’: Prosecutors,3,-1
ID-2722,dailybeast,positive,49370000,"""Scouted: TOMS Added Four Issues to Its Charitable Portfolio",1,1
ID-3026,dailybeast,neutral,49370000,Bernie Sanders Got It Right on CNN: Felons Ought to Be Allowed to Vote,2,0
ID-3051,dailybeast,neutral,49370000,"""Scouted: Amazon’s Got Your Back — err",2,0
ID-3052,dailybeast,positive,49370000,Scouted: The Buffy Cloud Comforter Is One of the Best Out There — and It’s on Sale on Amazon,1,1
ID-3053,dailybeast,neutral,49370000,"""Scouted: This Highly-Rated Dog DNA Kit Gives You Its Breed",2,0
ID-3059,dailybeast,positive,49370000,These Magnetic Microbots Will Scrub Your Teeth Clean,1,1
ID-3072,dailybeast,neutral,49370000,"""Wear It Loud",2,0
ID-3153,dailybeast,negative,49370000,Fox News Anchor Julie Banderas Thinks It’s Illegal to Burn the American Flag,3,-1
ID-3191,dailybeast,negative,49370000,Nipsey Hussle’s Devastated Bodyguard J-Roc Quits Security Business,3,-1
ID-3279,dailybeast,negative,49370000,"""Acosta Resigns Over Epstein Plea Deal",3,-1
ID-3396,dailybeast,negative,49370000,The Inside Story of the $6 Million ‘Devil’s Violin’ Heist,3,-1
ID-3610,dailybeast,neutral,49370000,"""Team Obama Tells Iran: Don’t Escalate",2,0
ID-3832,dailybeast,negative,49370000,Biden Under Fire For His Nostalgia For Segregationist Senators,3,-1
ID-3845,dailybeast,neutral,49370000,Fox News’ Chris Wallace Sets Record Straight: Russia Investigation Did Not Start With Trump Dossier,2,0
ID-3882,dailybeast,neutral,49370000,The Hezbollah Sleeper Agent Busted for Black Ops in America,2,0
ID-3960,dailybeast,neutral,49370000,Al Qaeda’s Master Terrorists Are Still on Facebook and YouTube,2,0
ID-4001,dailybeast,neutral,49370000,"""National Guard In California",2,0
ID-4056,dailybeast,neutral,49370000,"""Feds Charge Greg Craig",2,0
ID-4097,dailybeast,neutral,49370000,"""Mother",2,0
ID-4175,dailybeast,negative,49370000,"""Jeffrey Epstein Abused Victims While Serving Time in Florida",3,-1
ID-4195,dailybeast,negative,49370000,Trump's Detention of Children Is a National Disgrace,3,-1
ID-4252,dailybeast,neutral,49370000,"""Mueller’s Willing to Testify",2,0
ID-4271,dailybeast,neutral,49370000,Senators and State Department at Each Other’s Throats,2,0
ID-4283,dailybeast,negative,49370000,The Rape Culture That Fueled Steubenville Still Thrives Online. Here’s Why That Matters.,3,-1
ID-4333,dailybeast,negative,49370000,Inside the Bizarre Movie Mel Gibson Doesn’t Want You to See,3,-1
ID-4345,dailybeast,neutral,49370000,Private Investigator Says He Shared Two Epstein Female Fixer Names with Feds,2,0
ID-4396,dailybeast,neutral,49370000,"""CNN’s Don Lemon: Trump-Era ‘Level of Toxicity",2,0
ID-4468,dailybeast,negative,49370000,Johnny Depp Accuses Ex-Wife Amber Heard Of ‘Painting On’ Her Bruises,3,-1
ID-4477,dailybeast,negative,49370000,North Carolina Man Pleads Guilty to 2015 Murder of 3 Muslim Students,3,-1
ID-4610,dailybeast,neutral,49370000,The New York Times Is Out to Make Its Obituaries Less White and Less Male,2,0
ID-4665,dailybeast,neutral,49370000,Elizabeth Warren’s Trillion-Dollar Big Business Tax Plan Would Cost Amazon $698M+ Every Year,2,0
ID-4679,dailybeast,negative,49370000,I’m Still Mad About the Dark ‘Game of Thrones’ Lighting,3,-1
ID-4785,dailybeast,neutral,49370000,"""William and Kate’s Police Convoy Hits Woman",2,0
ID-4829,dailybeast,positive,49370000,South Carolina Republican Endorses QAnon: ‘They’re Legit’,1,1
ID-4891,dailybeast,positive,49370000,Profiles in Chickenshit From the Grand Old Party as Trump Spits on John McCain's American Greatness,1,1
ID-4917,dailybeast,positive,49370000,Bernie Sanders Is Not Apologizing For His Wealth,1,1
ID-4997,dailybeast,neutral,49370000,‘Triad’ Thugs Use Clubs to Punish Hong Kong’s Pro-Democracy Protesters. But That’s Not Gonna Stop Them.,2,0
ID-16,dailycaller,negative,10360000,El Salvador’s President Says His Country — Not Trump — Is Responsible For Migrant Deaths In Rio Grande,3,-1
ID-67,dailycaller,neutral,10360000,Japan Goes Back To Hunting Whales For First Time In 31 Years,2,0
ID-80,dailycaller,neutral,10360000,Lion Scalps 4-Year-Old Girl After She Gets Too Close To Fence On Big Cat Farm,2,0
ID-183,dailycaller,neutral,10360000,"""Trump Slams India’s Tariffs On American Products",2,0
ID-193,dailycaller,neutral,10360000,US To Test New Missile After Termination Of Reagan-Era INF Treaty With Russia,2,0
ID-246,dailycaller,negative,10360000,A Man Told His Girlfriend To Run As He Was Murdered. It Lead To An International Manhunt That Put Her Behind Bars,3,-1
ID-252,dailycaller,neutral,10360000,Athletes With High Testosterone Can Be Barred From Women’s Sports,2,0
ID-323,dailycaller,neutral,10360000,Saudi Arabia Plans To Let Women Leave The Country Without The Permission Of A Man,2,0
ID-395,dailycaller,neutral,10360000,At Least 323 Public Execution Sites Located Around North Korea: Report,2,0
ID-457,dailycaller,neutral,10360000,John Bolton Says Iran Doesn’t Own A ‘Hunting License In The Middle East’,2,0
ID-512,dailycaller,negative,10360000,Sri Lanka Blames Easter Bombings On Local Jihadis,3,-1
ID-544,dailycaller,neutral,10360000,Trudeau Apologizes For Mocking First Nations Protest: ‘Thank You For Your Donation’,2,0
ID-545,dailycaller,negative,10360000,Trudeau Clamping Down On ‘Asylum Shopping’ Illegal Refugees Who Were Denied Asylum Elsewhere,3,-1
ID-590,dailycaller,negative,10360000,Here’s How Many Assault-Style Weapons Have Been Returned In New Zealand,3,-1
ID-599,dailycaller,negative,10360000,New IRA Apologizes For Journalist’s Murder,3,-1
ID-695,dailycaller,positive,10360000,Chinese Soldiers Think It’s Impressive And Intimidating To Jump Into Some Mud,1,1
ID-722,dailycaller,negative,10360000,Former Canadian AG Taped Conversation Of Trudeau Official Pressuring Her To Interfere In Legal Case,3,-1
ID-760,dailycaller,negative,10360000,Judge Agrees Black Driver Involved In Fatal Hit-And-Run Feared Police ‘Racism’,3,-1
ID-845,dailycaller,neutral,10360000,"""The Notre Dame Of Cyprus",2,0
ID-859,dailycaller,neutral,10360000,Trump Signs Executive Order Placing ‘Hard-Hitting’ Sanctions On Iran,2,0
ID-860,dailycaller,negative,10360000,"""Trump Slaps Back ‘Fake’ Reports",3,-1
ID-874,dailycaller,negative,10360000,UK Foreign Secretary Lambastes World Governments For Being ‘Asleep On The Watch’ Against Anti-Christian Persecution,3,-1
ID-923,dailycaller,negative,10360000,"""Airline Goes Bankrupt",3,-1
ID-980,dailycaller,negative,10360000,Egypt’s Ousted President Mohammed Morsi Dies After Courtroom Collapse,3,-1
ID-1190,dailycaller,neutral,10360000,Trudeau Declares Climate Emergency — Then Approves Trans Mountain Pipeline,2,0
ID-1192,dailycaller,positive,10360000,Trump And Xi Agree To A Potential Trade Truce — With Conditions,1,1
ID-1220,dailycaller,negative,10360000,"""Violent Storm Batters Italian Beach",3,-1
ID-1300,dailycaller,negative,10360000,Saudi Arabia Is Trying To Execute And Possibly Crucify Teen Who Participated In Protest When He Was 10 Years Old: Report,3,-1
ID-1324,dailycaller,neutral,10360000,"""Vatican Women Magazine’s Founder And Editorial Board Quit",2,0
ID-1331,dailycaller,neutral,10360000,"""Woman Who Was Allegedly Beaten At Dominican Resort Demanded $2.2M Before Going Public",2,0
ID-1348,dailycaller,negative,10360000,70% Of Russians Approve Of Mass Murderer Joseph Stalin’s Impact On Country: Poll,3,-1
ID-1379,dailycaller,negative,10360000,Burkina Faso Church Attack Leaves 6 Dead,3,-1
ID-1451,dailycaller,negative,10360000,Iran Stepping Back After Preparing To Attack US Forces,3,-1
ID-1477,dailycaller,neutral,10360000,"""More Leftist Infighting: Black Feminist Panel Barred From Speaking",2,0
ID-1502,dailycaller,negative,10360000,Queen Elizabeth Learned To Shoot At 14 With Churchill’s Tommy Gun,3,-1
ID-1576,dailycaller,neutral,10360000,University Of Cambridge Rescinds Jordan Peterson Invitation After Backlash,2,0
ID-1582,dailycaller,negative,10360000,"""Watch MSC Opera Cruise Ship Crash Into Dock And Smaller Boat In Venice",3,-1
ID-1609,dailycaller,negative,10360000,"""Accused Utrecht Shooter Admits Guilt",3,-1
ID-1644,dailycaller,negative,10360000,Congressman Recalls Witnessing Violent Chinese Protests At Tiananmen Square Anniversary Rally,3,-1
ID-1655,dailycaller,neutral,10360000,Egged Australian Senator Censured By Parliament For New Zealand Massacre Comments,2,0
ID-1704,dailycaller,negative,10360000,MEP Alessandra Mussolini Speaks Out About Her Twitter Feud With Jim Carrey,3,-1
ID-1754,dailycaller,neutral,10360000,"""Sperm Donor Is Child’s Legal Father",2,0
ID-1759,dailycaller,negative,10360000,Suspected Spies In Iran Could Be Facing Death Penalty: Report,3,-1
ID-1769,dailycaller,neutral,10360000,The FBI Is Cracking Down On Chinese Scholars Coming To America,2,0
ID-1883,dailycaller,neutral,10360000,Mexican Government Official Says MS-13 Infiltrated Caravans Headed For US: Reports,2,0
ID-1886,dailycaller,positive,10360000,Myanmar Frees Pulitzer-Winning Reuters Journalists After More Than 500 Days,1,1
ID-1979,dailycaller,negative,10360000,Fake Police Officers Steal $40M Gold From Brazilian Airport,3,-1
ID-1992,dailycaller,neutral,10360000,"""Mexico’s Equivalent Of Speaker Of The House Knocks Trump",2,0
ID-2061,dailycaller,negative,10360000,Islamic Terrorists Ramp Up Attacks On Nigerian Christians,3,-1
ID-2075,dailycaller,neutral,10360000,Users Line Up As Toronto Opens Its First Pot Shop,2,0
ID-2088,dailycaller,negative,10360000,Israeli Spacecraft Fails To Land On The Moon,3,-1
ID-2125,dailycaller,neutral,10360000,"""Mass Stabbing In Japan Leaves 17 Injured",2,0
ID-2170,dailycaller,neutral,10360000,New Zealand Mosque Chairman Claims Mossad Organized Shooting,2,0
ID-2184,dailycaller,neutral,10360000,EU Tells Iran To Reverse Uranium Enrichment,2,0
ID-2255,dailycaller,negative,10360000,"""Brazilian Airman Caught With 86 Pounds Of Cocaine Ahead Of G20 Summit",3,-1
ID-2260,dailycaller,neutral,10360000,China Drank The Most Beer In The World In 2018,2,0
ID-2339,dailycaller,negative,10360000,Sri Lanka Arrests Father Of Suspected Easter Suicide Bombers,3,-1
ID-2366,dailycaller,neutral,10360000,"""US Investigated The President Of Honduras For Drug-Trafficking",2,0
ID-2402,dailycaller,negative,10360000,Egyptian Monks Face Death For Murdering Abbot,3,-1
ID-2551,dailycaller,negative,10360000,"""North Korea Tests A ‘New-Type Tactical Guided Weapon",3,-1
ID-2568,dailycaller,negative,10360000,"""Sri Lanka Blocks Facebook After Bombings",3,-1
ID-2595,dailycaller,negative,10360000,"""UN Human Rights Chief Condemns Saudi Arabia’s Execution Of 37",3,-1
ID-2694,dailycaller,neutral,10360000,Israeli PM Benjamin Netanyahu Defends Activists Trying To Record In Polling Places,2,0
ID-2707,dailycaller,negative,10360000,Saudi Arabia’s Crown Prince Mohammed Bin Salman Blames Iran For Oil Tanker Attack,3,-1
ID-2748,dailycaller,neutral,10360000,Bolton Warns Iran: US Navy To Deploy Carrier And Bombers To Middle East,2,0
ID-2762,dailycaller,negative,10360000,Comedian Ian Cognito Dropped Dead In The Middle Of His Act,3,-1
ID-3008,dailycaller,negative,10360000,"""French Official: Notre Dame Fire Weakening",3,-1
ID-3073,dailycaller,negative,10360000,57 Dead In Series Of Brazil Prison Riots. More Than 40 Reportedly Showed Signs Of Asphyxiation,3,-1
ID-3281,dailycaller,negative,10360000,"""After Attacks On Assyrians",3,-1
ID-3285,dailycaller,negative,10360000,American Mother Loses Saudi Arabian Custody Battle For Her Daughter,3,-1
ID-3318,dailycaller,negative,10360000,European Nations Won’t Sanction Iran Yet For Violating Nuclear Deal,3,-1
ID-3387,dailycaller,negative,10360000,South Africa Plans To Deploy Military To Combat Crime In Violence-Ridden City: Officials,3,-1
ID-3398,dailycaller,positive,10360000,The One Question Trump Asks World Leaders In The Oval Office Will Send Christians Cheering,1,1
ID-3403,dailycaller,neutral,10360000,The Wildest Videos Of The Venezuela Uprising,2,0
ID-3538,dailycaller,neutral,10360000,"""Federal Agents Storm Venezuelan Embassy",2,0
ID-3600,dailycaller,negative,10360000,"""Russia Violates Critical Nuclear Treaty",3,-1
ID-3723,dailycaller,neutral,10360000,Iran Foreign Minister: Iran Considering Talks With US On Ballistic Missiles,2,0
ID-3788,dailycaller,negative,10360000,Trump Approved Cyberattacks Against Iran After He Backed Off A Military Assault,3,-1
ID-3841,dailycaller,negative,10360000,Dutch Police Arrest Suspected Gunman In Utrecht Shooting That Left 3 Dead,3,-1
ID-3966,dailycaller,neutral,10360000,An Australian Toddler Reportedly Stuck A Used Condom Found At McDonald’s In Her Mouth,2,0
ID-3982,dailycaller,negative,10360000,Bronx Firefighter Killed In Afghanistan Suicide Attack,3,-1
ID-4022,dailycaller,neutral,10360000,"""American Woman Kidnapped In Uganda",2,0
ID-4147,dailycaller,negative,10360000,Tribal Attack: 18 Women And Children Killed in Papua New Guinea,3,-1
ID-4163,dailycaller,negative,10360000,‘A River Of Blood’: Coordinated Church Bombings Leave More Than 200 Dead In Sri Lanka,3,-1
ID-4214,dailycaller,neutral,10360000,"""Bolton Slams ‘Reprehensible’ NYT North Korea Deal Article",2,0
ID-4260,dailycaller,negative,10360000,Poles Protest US Push For Holocaust Reparations,3,-1
ID-4357,dailycaller,positive,10360000,Viral Video Of Pope Francis Rejecting Kisses From The Faithful Raises Questions,1,1
ID-4369,dailycaller,negative,10360000,Biden Says Trump’s Iran Strategy Is A ‘Self-Inflicted Disaster’,3,-1
ID-4414,dailycaller,neutral,10360000,"""Iran Surpasses Nuclear Fuel Stockpile Limit",2,0
ID-4417,dailycaller,neutral,10360000,Live Updates: Firefights In Venezuelan Capital As Military Uprising Ensues,2,0
ID-4479,dailycaller,negative,10360000,Pakistan Arrests Major Terror Suspect Days Before Prime Minister’s Meeting With Trump,3,-1
ID-4524,dailycaller,neutral,10360000,"""1",2,0
ID-4637,dailycaller,negative,10360000,Harrison Ford Thanks Trudeau For Fighting ‘World War III’ Climate Change,3,-1
ID-4664,dailycaller,neutral,10360000,"""Elephant Charges Tourists In Viral Video",2,0
